tradition,raga,raga_id,mbid,metadata_path,feature_dir
Carnatic,Rītigauḷa,4ce0b18d-f4df-41cf-9b40-9166199506b4,7683b392-1b5b-4c4e-bdfc-683c22e0898f,RagaDataset/Carnatic/audio/4ce0b18d-f4df-41cf-9b40-9166199506b4/Nisha_P_Rajagopal/December_Season_2003/Dvaitamu/Dvaitamu,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4
Carnatic,Mōhanaṁ,39821826-3327-41d7-9cd5-e22fe7b08360,ff71cc92-c19d-4788-9754-709cdbceb1c8,RagaDataset/Carnatic/audio/39821826-3327-41d7-9cd5-e22fe7b08360/Prasanna_Venkataraman/December_Season_2009/Nannupalimpa/Nannupalimpa,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360
Carnatic,Rītigauḷa,4ce0b18d-f4df-41cf-9b40-9166199506b4,2090d3b6-e738-43bd-ba59-0e3836e6226f,RagaDataset/Carnatic/audio/4ce0b18d-f4df-41cf-9b40-9166199506b4/Kunnakkudi_M_Balamuralikrishna/December_Season_2009/Oraru_Mugane/Oraru_Mugane,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4
Carnatic,Kāpi,09c179f3-8b19-4792-a852-e9fa0090e409,f769247c-e0c7-4078-8c5a-6741d12d06dd,RagaDataset/Carnatic/audio/09c179f3-8b19-4792-a852-e9fa0090e409/Sangeetha_Swaminathan/December_Season_1999/Amma_Kripai_Thandu/Amma_Kripai_Thandu,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409
Carnatic,Kalyāṇi,bf4662d4-25c3-4cad-9249-4de2dc513c06,9c8810e5-178a-46df-a619-a89a547c53dd,RagaDataset/Carnatic/audio/bf4662d4-25c3-4cad-9249-4de2dc513c06/Sanjay_Subrahmanyan/December_Season_2006/Ambarame_Tannire/Ambarame_Tannire,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06
Carnatic,Rītigauḷa,4ce0b18d-f4df-41cf-9b40-9166199506b4,65e824a1-9527-44e5-b272-486525b3061b,RagaDataset/Carnatic/audio/4ce0b18d-f4df-41cf-9b40-9166199506b4/Sikkil_Gurucharan/December_Season_2006/Nannu_Vidachi/Nannu_Vidachi,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4
Carnatic,Bhairavi,123b09bd-9901-4e64-a65a-10b02c9e0597,8ea50416-583b-4a7f-891c-dc21b1a3c2c9,RagaDataset/Carnatic/audio/123b09bd-9901-4e64-a65a-10b02c9e0597/Rithvik_Raja/Rithvik_Raja_at_Arkay/Chintayama_Kanda/Chintayama_Kanda,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597
Carnatic,Kāṁbhōji,f0866e71-33b2-47db-ab75-0808c41f2401,958dbe4f-d910-425b-91de-3125f08a0a6c,"RagaDataset/Carnatic/audio/f0866e71-33b2-47db-ab75-0808c41f2401/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Tiruvadicharanam/Tiruvadicharanam",/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401
Carnatic,Bhairavi,123b09bd-9901-4e64-a65a-10b02c9e0597,32d1f914-ee6d-497e-9d88-5a6544f56fac,RagaDataset/Carnatic/audio/123b09bd-9901-4e64-a65a-10b02c9e0597/T__M__Krishna/December_Season_1999/Viriboni/Viriboni,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597
Carnatic,Aṭāna,6345e8fe-7061-4bdc-842c-dcfd4a379820,324f3ce4-a77c-49ac-a98c-70511169b09e,RagaDataset/Carnatic/audio/6345e8fe-7061-4bdc-842c-dcfd4a379820/M__L__Vasanthakumari/Paddhatti/Kalakalan_Kayilai_Nathan/Kalakalan_Kayilai_Nathan,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/6345e8fe-7061-4bdc-842c-dcfd4a379820
Carnatic,Mōhanaṁ,39821826-3327-41d7-9cd5-e22fe7b08360,21b210ec-6161-47e6-96fa-64a8bdcfadc9,RagaDataset/Carnatic/audio/39821826-3327-41d7-9cd5-e22fe7b08360/Sanjay_Subrahmanyan/December_Season_2001/Mohana_Rama/Mohana_Rama,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360
Carnatic,Tōḍi,a9413dff-91d1-4e29-ad92-c04019dce5b8,0cc1dc29-05af-42eb-8b87-7d15d706d7a6,RagaDataset/Carnatic/audio/a9413dff-91d1-4e29-ad92-c04019dce5b8/Kunnakkudi_M_Balamuralikrishna/December_Season_2008/Kaddanu_Variki/Kaddanu_Variki,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8
Carnatic,Rītigauḷa,4ce0b18d-f4df-41cf-9b40-9166199506b4,df035266-18b0-4609-95b0-544d315cf928,RagaDataset/Carnatic/audio/4ce0b18d-f4df-41cf-9b40-9166199506b4/T__M__Krishna/December_Season_2006/Cheraravade_Mi_Ra/Cheraravade_Mi_Ra,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4
Carnatic,Kēdāragauḷa,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,71d1b4f4-d8d9-43f3-a901-672e9b438ebd,RagaDataset/Carnatic/audio/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/T__M__Krishna/December_Season_1999/Kedaragaula_-_Ragam_-_Vocal_-_Violin/Kedaragaula_-_Ragam_-_Vocal_-_Violin,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4
Carnatic,Aṭāna,6345e8fe-7061-4bdc-842c-dcfd4a379820,48916e31-9227-4af0-9adc-722f4f6696ce,RagaDataset/Carnatic/audio/6345e8fe-7061-4bdc-842c-dcfd4a379820/Nithyasree_Mahadevan/December_Season_2006/Sri_Vaidyanatham/Sri_Vaidyanatham,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/6345e8fe-7061-4bdc-842c-dcfd4a379820
Carnatic,Śankarābharaṇaṁ,a2f9f182-0ceb-4531-b286-b840b47a54b8,507dee76-e260-469e-a4a8-122e69168333,RagaDataset/Carnatic/audio/a2f9f182-0ceb-4531-b286-b840b47a54b8/Sanjay_Subrahmanyan/Live_in_USA_-_Sanjay_Subrahmanyan/Shankaracharyam/Shankaracharyam,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8
Carnatic,Mōhanaṁ,39821826-3327-41d7-9cd5-e22fe7b08360,a5bd8893-27f6-4abe-9091-d11a70a0de31,RagaDataset/Carnatic/audio/39821826-3327-41d7-9cd5-e22fe7b08360/Prasanna_Venkataraman/December_Season_2011/Narayana_Divya_namam/Narayana_Divya_namam,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360
Carnatic,Mōhanaṁ,39821826-3327-41d7-9cd5-e22fe7b08360,f8a59e96-d548-4ac1-bed6-9cee22fcf23a,RagaDataset/Carnatic/audio/39821826-3327-41d7-9cd5-e22fe7b08360/K__V__Narayanaswami/Collectors_Choice/Evarura/Evarura,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360
Carnatic,Bhairavi,123b09bd-9901-4e64-a65a-10b02c9e0597,cf329be4-2426-453e-91f3-6288f7a57e34,RagaDataset/Carnatic/audio/123b09bd-9901-4e64-a65a-10b02c9e0597/Amritha_Murali/December_Season_2009/Enati_Nomu_Phalamu/Enati_Nomu_Phalamu,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597
Carnatic,Kāṁbhōji,f0866e71-33b2-47db-ab75-0808c41f2401,1520c037-248b-46c8-8eab-65e31d3f3b08,RagaDataset/Carnatic/audio/f0866e71-33b2-47db-ab75-0808c41f2401/Sanjay_Subrahmanyan/Sanjay_at_Sastri_Hall/O_Rangashayee/O_Rangashayee,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401
Carnatic,Tōḍi,a9413dff-91d1-4e29-ad92-c04019dce5b8,d6667e3e-752d-4553-89e9-aaa24064ae21,RagaDataset/Carnatic/audio/a9413dff-91d1-4e29-ad92-c04019dce5b8/Bombay_Jayashri/December_Season_2008/Emi_Jesite_Nemi/Emi_Jesite_Nemi,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8
Carnatic,Mōhanaṁ,39821826-3327-41d7-9cd5-e22fe7b08360,705ebab8-cabd-4d6b-a12e-9fe4e2022613,RagaDataset/Carnatic/audio/39821826-3327-41d7-9cd5-e22fe7b08360/Amrutha_Venkatesh/December_Season_2010/Vandaan_Vandaan_Bharatha/Vandaan_Vandaan_Bharatha,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360
Carnatic,Kēdāragauḷa,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,6c860efd-82e8-4df5-8c54-ec212edeb888,RagaDataset/Carnatic/audio/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Rithvik_Raja/Rithvik_Raja_at_Arkay/Saraguna_Palimpa/Saraguna_Palimpa,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4
Carnatic,Kēdāragauḷa,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,6cbaa215-c8ac-416c-bbc7-2a04bf277843,RagaDataset/Carnatic/audio/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/T__M__Krishna/December_Season_1999/Saraguna_Paalimpa/Saraguna_Paalimpa,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4
Carnatic,Kēdāragauḷa,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,3689ff42-2ed3-4d2f-b448-6083bdde2db5,RagaDataset/Carnatic/audio/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Ohio_1998/Andarama_Soundarya/Andarama_Soundarya,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4
Carnatic,Kēdāragauḷa,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,e2548ebd-d52d-4343-b78d-fa32e337362d,RagaDataset/Carnatic/audio/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Sanjay_Subrahmanyan/December_Season_2010/Venugana_Loluni/Venugana_Loluni,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4
Carnatic,Rītigauḷa,4ce0b18d-f4df-41cf-9b40-9166199506b4,ce814724-6dd5-4fe0-8526-616e4f89b3e2,RagaDataset/Carnatic/audio/4ce0b18d-f4df-41cf-9b40-9166199506b4/Amrutha_Venkatesh/December_Season_2008/Janani_Ninnu_Vina/Janani_Ninnu_Vina,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4
Carnatic,Rītigauḷa,4ce0b18d-f4df-41cf-9b40-9166199506b4,029adb58-0f47-4c96-8f12-b7e31fc889bb,RagaDataset/Carnatic/audio/4ce0b18d-f4df-41cf-9b40-9166199506b4/Sandeep_Narayan/December_Season_2011/Vanajaksha/Vanajaksha,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4
Carnatic,Kēdāragauḷa,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,8ee9abee-f169-4b75-a742-11072917b8ed,RagaDataset/Carnatic/audio/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Prasanna_Venkataraman/December_Season_2008/Saragunapalimpa/Saragunapalimpa,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4
Carnatic,Kāpi,09c179f3-8b19-4792-a852-e9fa0090e409,0096a390-e1dd-4e29-a4c9-2e92352535c4,RagaDataset/Carnatic/audio/09c179f3-8b19-4792-a852-e9fa0090e409/M_S__Subbulakshmi/M_S__Subbulakshmi_concert_at_Chicago_1977/Jagadoddharan/Jagadoddharan,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409
Carnatic,Kēdāragauḷa,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,73ecd4a2-fb9d-4c4d-a7c6-12490e6b1d3f,RagaDataset/Carnatic/audio/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/G__N__Balasubramaniam/Sangeethamrutham/Innamum_Oru_daram/Innamum_Oru_daram,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4
Carnatic,Tōḍi,a9413dff-91d1-4e29-ad92-c04019dce5b8,bdc67542-86ca-4d8c-9733-987ce8c6f3a2,RagaDataset/Carnatic/audio/a9413dff-91d1-4e29-ad92-c04019dce5b8/Sanjay_Subrahmanyan/December_Season_2010/Varnam_Eranapai_Inta/Varnam_Eranapai_Inta,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8
Carnatic,Aṭāna,6345e8fe-7061-4bdc-842c-dcfd4a379820,e9b19186-37a9-4048-855b-5d61446a65b8,RagaDataset/Carnatic/audio/6345e8fe-7061-4bdc-842c-dcfd4a379820/Gayathri_Girish/December_Season_2007/Anupamagunabhudhi/Anupamagunabhudhi,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Carnatic/features/6345e8fe-7061-4bdc-842c-dcfd4a379820
