raga_id,file,filename,extension,size_bytes,category
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Jasraj/Devataa/Alaap_And_Stuti_-_Raag_Jog_86d7779a-1610-4514-83a6-883997250abe.pitchSilIntrpPP,Alaap_And_Stuti_-_Raag_Jog_86d7779a-1610-4514-83a6-883997250abe.pitchSilIntrpPP,.pitchsilintrppp,3762000,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Jasraj/Devataa/Bandish_In_Vlambit_Ektaal_-_Raag_Jog_3f66f0dc-73b7-48c4-8ad7-1f1a7dacd8bb.pitchSilIntrpPP,Bandish_In_Vlambit_Ektaal_-_Raag_Jog_3f66f0dc-73b7-48c4-8ad7-1f1a7dacd8bb.pitchSilIntrpPP,.pitchsilintrppp,27625850,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Jasraj/Devataa/Bandish_In_Drut_Teentaal_-_Raag_Jog_c02f714f-e4e6-4da6-af07-cea8a03c0e5c.pitch,Bandish_In_Drut_Teentaal_-_Raag_Jog_c02f714f-e4e6-4da6-af07-cea8a03c0e5c.pitch,.pitch,5186281,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Jasraj/Devataa/Bandish_In_Vlambit_Ektaal_-_Raag_Jog_3f66f0dc-73b7-48c4-8ad7-1f1a7dacd8bb.pitch,Bandish_In_Vlambit_Ektaal_-_Raag_Jog_3f66f0dc-73b7-48c4-8ad7-1f1a7dacd8bb.pitch,.pitch,13179727,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Amir_Khan/From_The_Archives_Of_Sangeet_Natak_Akademi/Raga_Jog_7a383e3f-b0a6-4aca-92df-e53c3d928a2d.pitchSilIntrpPP,Raga_Jog_7a383e3f-b0a6-4aca-92df-e53c3d928a2d.pitchSilIntrpPP,.pitchsilintrppp,20506850,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Amir_Khan/From_The_Archives_Of_Sangeet_Natak_Akademi/Raga_Jog_7a383e3f-b0a6-4aca-92df-e53c3d928a2d.pitch,Raga_Jog_7a383e3f-b0a6-4aca-92df-e53c3d928a2d.pitch,.pitch,9722928,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Madhup_Mudgal/Eternal_Music/Raga_Jog_baea9093-d2c8-4529-8bc8-02ce7554c555.pitch,Raga_Jog_baea9093-d2c8-4529-8bc8-02ce7554c555.pitch,.pitch,3048065,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Madhup_Mudgal/Eternal_Music/Raga_Jog_baea9093-d2c8-4529-8bc8-02ce7554c555.pitchSilIntrpPP,Raga_Jog_baea9093-d2c8-4529-8bc8-02ce7554c555.pitchSilIntrpPP,.pitchsilintrppp,6557350,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Shrinivas_Joshi/Swarakruti/Raga_Jog_a7f6551d-9696-4713-becb-b22acf71a7db.pitchSilIntrpPP,Raga_Jog_a7f6551d-9696-4713-becb-b22acf71a7db.pitchSilIntrpPP,.pitchsilintrppp,4009150,pitch
063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Shrinivas_Joshi/Swarakruti/Raga_Jog_a7f6551d-9696-4713-becb-b22acf71a7db.pitch,Raga_Jog_a7f6551d-9696-4713-becb-b22acf71a7db.pitch,.pitch,1846469,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Kaustuv_Kanti_Ganguli/Hindustani_Alaps/Raag_Madhukauns_89224046-f086-4530-b2a3-70f9ae697faf.pitchSilIntrpPP,Raag_Madhukauns_89224046-f086-4530-b2a3-70f9ae697faf.pitchSilIntrpPP,.pitchsilintrppp,6361050,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Kaustuv_Kanti_Ganguli/Hindustani_Alaps/Raag_Madhukauns_89224046-f086-4530-b2a3-70f9ae697faf.pitch,Raag_Madhukauns_89224046-f086-4530-b2a3-70f9ae697faf.pitch,.pitch,2979608,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Amir_Khan/The_Great_Heritage__Ustad_Amir_Khan/02_RAGA_-_MADHUKAUNS-_BAIRANBHAI_RAIN_57db6960-6038-4b48-b22f-a10d22752767.pitch,02_RAGA_-_MADHUKAUNS-_BAIRANBHAI_RAIN_57db6960-6038-4b48-b22f-a10d22752767.pitch,.pitch,5556742,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Amir_Khan/The_Great_Heritage__Ustad_Amir_Khan/02_RAGA_-_MADHUKAUNS-_BAIRANBHAI_RAIN_57db6960-6038-4b48-b22f-a10d22752767.pitchSilIntrpPP,02_RAGA_-_MADHUKAUNS-_BAIRANBHAI_RAIN_57db6960-6038-4b48-b22f-a10d22752767.pitchSilIntrpPP,.pitchsilintrppp,11928950,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Prabha_Atre/Madhukauns/Tarana_Drut_Ektal_1174dd02-87d2-4be3-bae1-d222b8a5f5a4.pitchSilIntrpPP,Tarana_Drut_Ektal_1174dd02-87d2-4be3-bae1-d222b8a5f5a4.pitchSilIntrpPP,.pitchsilintrppp,7695550,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Prabha_Atre/Madhukauns/Tarana_Drut_Ektal_1174dd02-87d2-4be3-bae1-d222b8a5f5a4.pitch,Tarana_Drut_Ektal_1174dd02-87d2-4be3-bae1-d222b8a5f5a4.pitch,.pitch,3614194,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Prabha_Atre/Madhukauns/Binati_Suno_Mori_6c0c6e87-c78c-44df-8955-3595575a06a7.pitch,Binati_Suno_Mori_6c0c6e87-c78c-44df-8955-3595575a06a7.pitch,.pitch,4602761,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Prabha_Atre/Madhukauns/Binati_Suno_Mori_6c0c6e87-c78c-44df-8955-3595575a06a7.pitchSilIntrpPP,Binati_Suno_Mori_6c0c6e87-c78c-44df-8955-3595575a06a7.pitchSilIntrpPP,.pitchsilintrppp,9861450,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Vasantrao_Deshpande/Dr__Vasant_Rao_Deshpande_(Compilation)/Dekho_Daras_Mohe_Ram__Aaja_Re_Aaja_Patikva_-_Khayal_1972_a0052c33-34b7-4e68-9dcd-121410c6ce36.pitchSilIntrpPP,Dekho_Daras_Mohe_Ram__Aaja_Re_Aaja_Patikva_-_Khayal_1972_a0052c33-34b7-4e68-9dcd-121410c6ce36.pitchSilIntrpPP,.pitchsilintrppp,8302100,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Vasantrao_Deshpande/Dr__Vasant_Rao_Deshpande_(Compilation)/Dekho_Daras_Mohe_Ram__Aaja_Re_Aaja_Patikva_-_Khayal_1972_a0052c33-34b7-4e68-9dcd-121410c6ce36.pitch,Dekho_Daras_Mohe_Ram__Aaja_Re_Aaja_Patikva_-_Khayal_1972_a0052c33-34b7-4e68-9dcd-121410c6ce36.pitch,.pitch,3854449,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Aarti_Anklikar_Tikekar/Ragamala/Madhukaunse_Raga_7084ac88-542c-4e84-8eda-dc9735201d18.pitchSilIntrpPP,Madhukaunse_Raga_7084ac88-542c-4e84-8eda-dc9735201d18.pitchSilIntrpPP,.pitchsilintrppp,10499150,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Aarti_Anklikar_Tikekar/Ragamala/Madhukaunse_Raga_7084ac88-542c-4e84-8eda-dc9735201d18.pitch,Madhukaunse_Raga_7084ac88-542c-4e84-8eda-dc9735201d18.pitch,.pitch,4903630,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Veena_Sahasrabuddhe/Bandish_Vol-1/Alap_-_Raga_Madhukauns_a5b15aae-c911-4df5-944d-1d0d95b8b5b0.pitch,Alap_-_Raga_Madhukauns_a5b15aae-c911-4df5-944d-1d0d95b8b5b0.pitch,.pitch,596756,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Veena_Sahasrabuddhe/Bandish_Vol-1/Alap_-_Raga_Madhukauns_a5b15aae-c911-4df5-944d-1d0d95b8b5b0.pitchSilIntrpPP,Alap_-_Raga_Madhukauns_a5b15aae-c911-4df5-944d-1d0d95b8b5b0.pitchSilIntrpPP,.pitchsilintrppp,1319400,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Veena_Sahasrabuddhe/Bandish_Vol-1/Aajao_Shyam_31bc8850-a7cb-4a9f-bb4f-863e0e88728f.pitchSilIntrpPP,Aajao_Shyam_31bc8850-a7cb-4a9f-bb4f-863e0e88728f.pitchSilIntrpPP,.pitchsilintrppp,5511450,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Veena_Sahasrabuddhe/Bandish_Vol-1/Aajao_Shyam_31bc8850-a7cb-4a9f-bb4f-863e0e88728f.pitch,Aajao_Shyam_31bc8850-a7cb-4a9f-bb4f-863e0e88728f.pitch,.pitch,2560580,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Veena_Sahasrabuddhe/Ritu_Chakra_Vol_1/Raga_Madhukauns_c35ea067-d200-40b6-ad61-241b206c97ed.pitch,Raga_Madhukauns_c35ea067-d200-40b6-ad61-241b206c97ed.pitch,.pitch,9782357,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Veena_Sahasrabuddhe/Ritu_Chakra_Vol_1/Raga_Madhukauns_c35ea067-d200-40b6-ad61-241b206c97ed.pitchSilIntrpPP,Raga_Madhukauns_c35ea067-d200-40b6-ad61-241b206c97ed.pitchSilIntrpPP,.pitchsilintrppp,20449550,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Jagdish_Prasad/Jewel_of_Jewels/Raga_Madhukosh_e516312d-00c4-4ccc-8875-9c84f0f30207.pitch,Raga_Madhukosh_e516312d-00c4-4ccc-8875-9c84f0f30207.pitch,.pitch,16085503,pitch
0b3bbf97-0ec3-41da-add4-722d87329ec3,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/0b3bbf97-0ec3-41da-add4-722d87329ec3/Jagdish_Prasad/Jewel_of_Jewels/Raga_Madhukosh_e516312d-00c4-4ccc-8875-9c84f0f30207.pitchSilIntrpPP,Raga_Madhukosh_e516312d-00c4-4ccc-8875-9c84f0f30207.pitchSilIntrpPP,.pitchsilintrppp,33694600,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Ajay_Pohankar/Mehfil/Raag_Darbari_f5a6ba75-7be0-4a67-b1c3-3e49b060d384.pitchSilIntrpPP,Raag_Darbari_f5a6ba75-7be0-4a67-b1c3-3e49b060d384.pitchSilIntrpPP,.pitchsilintrppp,32305150,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Ajay_Pohankar/Mehfil/Raag_Darbari_f5a6ba75-7be0-4a67-b1c3-3e49b060d384.pitch,Raag_Darbari_f5a6ba75-7be0-4a67-b1c3-3e49b060d384.pitch,.pitch,15557147,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Bade_Ghulam_Ali_Khan/Ustad_Bade_Ghulam_Ali_Khan/Raga_Darbari_Kanada_98e14bae-50ae-4c9b-bb39-693ef89fc5b2.pitch,Raga_Darbari_Kanada_98e14bae-50ae-4c9b-bb39-693ef89fc5b2.pitch,.pitch,15520059,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Bade_Ghulam_Ali_Khan/Ustad_Bade_Ghulam_Ali_Khan/Raga_Darbari_Kanada_98e14bae-50ae-4c9b-bb39-693ef89fc5b2.pitchSilIntrpPP,Raga_Darbari_Kanada_98e14bae-50ae-4c9b-bb39-693ef89fc5b2.pitchSilIntrpPP,.pitchsilintrppp,32524950,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Jayateerth_Mevundi/Jayateerth_Mevundi_Classical_Vocal/Raga_Darbari_Kanada_b0434093-2d8b-4c8d-aaa8-7fb44bd1ce0e.pitch,Raga_Darbari_Kanada_b0434093-2d8b-4c8d-aaa8-7fb44bd1ce0e.pitch,.pitch,11344378,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Jayateerth_Mevundi/Jayateerth_Mevundi_Classical_Vocal/Raga_Darbari_Kanada_b0434093-2d8b-4c8d-aaa8-7fb44bd1ce0e.pitchSilIntrpPP,Raga_Darbari_Kanada_b0434093-2d8b-4c8d-aaa8-7fb44bd1ce0e.pitchSilIntrpPP,.pitchsilintrppp,23727150,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Jayateerth_Mevundi/Raag_Darbari__Rendition_of_Late_Evening_Raga/Raag_Darbari_7ee9570e-7f04-4f1c-819a-ec044318e15c.pitchSilIntrpPP,Raag_Darbari_7ee9570e-7f04-4f1c-819a-ec044318e15c.pitchSilIntrpPP,.pitchsilintrppp,38815800,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Jayateerth_Mevundi/Raag_Darbari__Rendition_of_Late_Evening_Raga/Raag_Darbari_7ee9570e-7f04-4f1c-819a-ec044318e15c.pitch,Raag_Darbari_7ee9570e-7f04-4f1c-819a-ec044318e15c.pitch,.pitch,18683495,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_Darbari_Kanada_-_Vilambit_Khayal_In_Ek_Iaal_-_Drut_Khayal_In_Teen_Taal_01df0bee-b090-4b1d-bbdc-84e1c436635b.pitch,Raga_Darbari_Kanada_-_Vilambit_Khayal_In_Ek_Iaal_-_Drut_Khayal_In_Teen_Taal_01df0bee-b090-4b1d-bbdc-84e1c436635b.pitch,.pitch,9026635,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_Darbari_Kanada_-_Vilambit_Khayal_In_Ek_Iaal_-_Drut_Khayal_In_Teen_Taal_01df0bee-b090-4b1d-bbdc-84e1c436635b.pitchSilIntrpPP,Raga_Darbari_Kanada_-_Vilambit_Khayal_In_Ek_Iaal_-_Drut_Khayal_In_Teen_Taal_01df0bee-b090-4b1d-bbdc-84e1c436635b.pitchSilIntrpPP,.pitchsilintrppp,18885650,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Rashid_Khan/One___Only_Rashid/Bandish_in_Raag_Darbari_8d01b397-5d3f-4fdd-8c9a-a8a3a4e18709.pitchSilIntrpPP,Bandish_in_Raag_Darbari_8d01b397-5d3f-4fdd-8c9a-a8a3a4e18709.pitchSilIntrpPP,.pitchsilintrppp,7812500,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Rashid_Khan/One___Only_Rashid/Bandish_in_Raag_Darbari_8d01b397-5d3f-4fdd-8c9a-a8a3a4e18709.pitch,Bandish_in_Raag_Darbari_8d01b397-5d3f-4fdd-8c9a-a8a3a4e18709.pitch,.pitch,3644544,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Ulhas_Kashalkar/Mellow_Moods/Raga_-_Darbari_Kanada_91bbdaa0-551d-454b-97f3-67c89c72f8d5.pitch,Raga_-_Darbari_Kanada_91bbdaa0-551d-454b-97f3-67c89c72f8d5.pitch,.pitch,9583328,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Ulhas_Kashalkar/Mellow_Moods/Raga_-_Darbari_Kanada_91bbdaa0-551d-454b-97f3-67c89c72f8d5.pitchSilIntrpPP,Raga_-_Darbari_Kanada_91bbdaa0-551d-454b-97f3-67c89c72f8d5.pitchSilIntrpPP,.pitchsilintrppp,20167700,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Jasraj/Legends__Sangeet_Martand_Pandit_Jasraj_(Vol__5)/Raga_-_Darbari_6e4dea78-ec22-479a-9e3c-c253a6deba7c.pitchSilIntrpPP,Raga_-_Darbari_6e4dea78-ec22-479a-9e3c-c253a6deba7c.pitchSilIntrpPP,.pitchsilintrppp,13899000,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Jasraj/Legends__Sangeet_Martand_Pandit_Jasraj_(Vol__5)/Raga_-_Darbari_6e4dea78-ec22-479a-9e3c-c253a6deba7c.pitch,Raga_-_Darbari_6e4dea78-ec22-479a-9e3c-c253a6deba7c.pitch,.pitch,6526452,pitch
118401e7-8de8-4d81-9d8e-8070889e3fa8,/home/izpiz/coding/automatic-raga-recognition/dataset/RagaDataset/Hindustani/features/118401e7-8de8-4d81-9d8e-8070889e3fa8/Madhup_Mudgal/Eternal_Music/Raga_Darbari_Kanhada_1f5947f8-e4b8-47e4-86a6-8a817dbf8554.pitchSilIntrpPP,Raga_Darbari_Kanhada_1f5947f8-e4b8-47e4-86a6-8a817dbf8554.pitchSilIntrpPP,.pitchsilintrppp,15525650,pitch
