tradition,raga,class_idx,raga_id,recording,split,n_windows
Carnatic,Aṭāna,0,6345e8fe-7061-4bdc-842c-dcfd4a379820,"/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/6345e8fe-7061-4bdc-842c-dcfd4a379820/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Dayton,_1993/Anupamagunambudi/Anupamagunambudi.pitch",held_out,200
Carnatic,Aṭāna,0,6345e8fe-7061-4bdc-842c-dcfd4a379820,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/6345e8fe-7061-4bdc-842c-dcfd4a379820/M__L__Vasanthakumari/Paddhatti/Kalakalan_Kayilai_Nathan/Kalakalan_Kayilai_Nathan.pitch,held_out,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Sanjay_Subrahmanyan/Live_at_Kamarajar_Hall/Kamakshi/Kamakshi.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Nisha_P_Rajagopal/December_Season_2009/Raksha_Bettare/Raksha_Bettare.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Bombay_Jayashri/Madrasil_Margazhi_2006/Sri_Raghuvara_Sugunalaya/Sri_Raghuvara_Sugunalaya.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Amritha_Murali/December_Season_2008/Upacharamu/Upacharamu.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/D__K__Jayaraman/Paddhatti_Live_In_Concert_1990/Thaye_Ezhai/Thaye_Ezhai.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Amritha_Murali/December_Season_2009/Enati_Nomu_Phalamu/Enati_Nomu_Phalamu.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Rithvik_Raja/Rithvik_Raja_at_Arkay/Chintayama_Kanda/Chintayama_Kanda.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Gayathri_Venkataraghavan/December_Season_2008/Ni_Pada_Mule/Ni_Pada_Mule.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/T__M__Krishna/December_Season_2009/Balagopala_Special_Note_by_T_M_Krishna/Balagopala_Special_Note_by_T_M_Krishna.pitch,train,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Gayathri_Venkataraghavan/December_Season_2001/Sariyevaramma/Sariyevaramma.pitch,held_out,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/Sikkil_Gurucharan/December_Season_2006/Keechu_Keechu/Keechu_Keechu.pitch,held_out,200
Carnatic,Bhairavi,1,123b09bd-9901-4e64-a65a-10b02c9e0597,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/123b09bd-9901-4e64-a65a-10b02c9e0597/T__M__Krishna/December_Season_1999/Viriboni/Viriboni.pitch,held_out,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Sanjay_Subrahmanyan/Sanjay_at_Sastri_Hall/Vanajakshi_-_Varnam/Vanajakshi_-_Varnam.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Nisha_P_Rajagopal/December_Season_2011/Nidhi_Chala_Sukhama/Nidhi_Chala_Sukhama.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Sikkil_Gurucharan/December_Season_2004/Talli_Ninnu_Nera/Talli_Ninnu_Nera.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Modhumudi_Sudhakar/Modhumudi_Sudhakar_at_Arkay/Sundari_Nee_Divya/Sundari_Nee_Divya.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Tanjore_S_Kalyanaraman/Tanjore_S_KALYANARAMAN_Live_in_concert-1972-vol_I_and_vol_II/Talli_Ninnu_Nera/Talli_Ninnu_Nera.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Sanjay_Subrahmanyan/Live_at_Vani_Mahal/Paarengum/Paarengum.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Amrutha_Venkatesh/December_Season_2009/Vanajakshiro/Vanajakshiro.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Sanjay_Subrahmanyan/December_Season_2006/Ambarame_Tannire/Ambarame_Tannire.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Abhishek_Raghuram/December_Season_2008/Nidhi_Chala_Sukhama/Nidhi_Chala_Sukhama.pitch,train,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Vijay_Siva/Madrasil_Margazhi_2006/Abhayamba/Abhayamba.pitch,held_out,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Gayathri_Venkataraghavan/December_Season_2008/Kanden_Kaliten/Kanden_Kaliten.pitch,held_out,200
Carnatic,Kalyāṇi,2,bf4662d4-25c3-4cad-9249-4de2dc513c06,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/bf4662d4-25c3-4cad-9249-4de2dc513c06/Abhishek_Raghuram/Pravrddha_Sri_Lalgudi_Pancharatna_Kritis/Isha_Paahimam/Isha_Paahimam.pitch,held_out,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Sanjay_Subrahmanyan/Sanjay_at_Sastri_Hall/Kalilo_Hari_Smrana/Kalilo_Hari_Smrana.pitch,train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Gayathri_Venkataraghavan/December_Season_2010/Jagadodharana/Jagadodharana.pitch,train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Sangeetha_Swaminathan/December_Season_1999/Amma_Kripai_Thandu/Amma_Kripai_Thandu.pitch,train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Prasanna_Venkataraman/December_Season_2007/Vizhikkuttunai/Vizhikkuttunai.pitch,train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Amritha_Murali/December_Season_2011/Brindavana_Dolagaaduva/Brindavana_Dolagaaduva.pitch,train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Sikkil_Gurucharan/December_Season_2006/Kanaka_Sabhaiyai/Kanaka_Sabhaiyai.pitch,train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,"/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/O__S__Thyagarajan/Live_At_Sree_Rama_Seva_Mandali,_Bangalore/Jagadodharana/Jagadodharana.pitch",train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Kunnakkudi_M_Balamuralikrishna/December_Season_2009/Aravinda_Pada_Malar/Aravinda_Pada_Malar.pitch,train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Sikkil_Gurucharan/December_Season_2007/Jo_Achyuta_Nanda/Jo_Achyuta_Nanda.pitch,train,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Sikkil_Gurucharan/December_Season_2009/Kartikeyanai_Kannara/Kartikeyanai_Kannara.pitch,held_out,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/Sikkil_Gurucharan/December_Season_2011/Meevalla_Gunadosha/Meevalla_Gunadosha.pitch,held_out,200
Carnatic,Kāpi,3,09c179f3-8b19-4792-a852-e9fa0090e409,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/09c179f3-8b19-4792-a852-e9fa0090e409/M_S__Subbulakshmi/M_S__Subbulakshmi_concert_at_Chicago_1977/Jagadoddharan/Jagadoddharan.pitch,held_out,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/Amritha_Murali/December_Season_2011/Koniyadina_Napai/Koniyadina_Napai.pitch,train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/Musiri_Subramania_Iyer/Paddhatti/Tiruvadicharanam/Tiruvadicharanam.pitch,train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/K__V__Narayanaswami/Master_Piece_-_Live_Concert_at_Sri_Krishna_Gana_Sabha_Vol_II/Rasa_Vilasa/Rasa_Vilasa.pitch,train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/Sumithra_Vasudev/December_Season_2010/Sarasijanabha/Sarasijanabha.pitch,train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/M_S__Subbulakshmi/Paddhatti/O_Ranga_Sai/O_Ranga_Sai.pitch,train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/Sanjay_Subrahmanyan/Sanjay_at_Sastri_Hall/O_Rangashayee/O_Rangashayee.pitch,train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/Sanjay_Subrahmanyan/December_Season_2006/Neeye_Sharan_Shanmukha/Neeye_Sharan_Shanmukha.pitch,train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Palace_1986/Marakatha_Valli/Marakatha_Valli.pitch,train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,"/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Tiruvadicharanam/Tiruvadicharanam.pitch",train,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/T__M__Krishna/December_Season_2009/Nadamadi/Nadamadi.pitch,held_out,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/Nithyasree_Mahadevan/December_Season_2002/Sri_Raghuvara/Sri_Raghuvara.pitch,held_out,200
Carnatic,Kāṁbhōji,4,f0866e71-33b2-47db-ab75-0808c41f2401,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/f0866e71-33b2-47db-ab75-0808c41f2401/Abhishek_Raghuram/Pravrddha_Sri_Lalgudi_Pancharatna_Kritis/Mahita_Pravrddha/Mahita_Pravrddha.pitch,held_out,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Rithvik_Raja/Rithvik_Raja_at_Arkay/Saraguna_Palimpa/Saraguna_Palimpa.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Gayathri_Venkataraghavan/December_Season_2006/Parakela_Nannu/Parakela_Nannu.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Prasanna_Venkataraman/December_Season_2008/Saragunapalimpa/Saragunapalimpa.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Sanjay_Subrahmanyan/December_Season_2010/Venugana_Loluni/Venugana_Loluni.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Unnikrishnan/December_Season_2005/Sami_Daya_Juda/Sami_Daya_Juda.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/T__M__Krishna/December_Season_1999/Saraguna_Paalimpa/Saraguna_Paalimpa.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Nithyasree_Mahadevan/December_Season_2000/Sami_Daya_Juda_-_Varnam/Sami_Daya_Juda_-_Varnam.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/G__N__Balasubramaniam/Sangeethamrutham/Innamum_Oru_daram/Innamum_Oru_daram.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Cherthala_Ranganatha_Sharma/Cherthala_Ranganatha_Sharma_at_Arkay/Tulasi_Bilva/Tulasi_Bilva.pitch,train,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/Tanjore_S__Kalyanaraman/Live_Concert_1974/Venuganaloluni/Venuganaloluni.pitch,held_out,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/T__M__Krishna/December_Season_1999/Kedaragaula_-_Ragam_-_Vocal_-_Violin/Kedaragaula_-_Ragam_-_Vocal_-_Violin.pitch,held_out,200
Carnatic,Kēdāragauḷa,5,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Ohio_1998/Andarama_Soundarya/Andarama_Soundarya.pitch,held_out,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Amrutha_Venkatesh/December_Season_2010/Vandaan_Vandaan_Bharatha/Vandaan_Vandaan_Bharatha.pitch,train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,"/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Kapali/Kapali.pitch",train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Prasanna_Venkataraman/December_Season_2011/Narayana_Divya_namam/Narayana_Divya_namam.pitch,train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Sumithra_Vasudev/Sumitra_Vasudev_at_Arkay/Mati_Matiki/Mati_Matiki.pitch,train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Kunnakkudi_M_Balamuralikrishna/December_Season_2007/Nannu_Palimpa/Nannu_Palimpa.pitch,train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Prasanna_Venkataraman/December_Season_2009/Nannupalimpa/Nannupalimpa.pitch,train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Sangeetha_Swaminathan/December_Season_2011/Pahimam_Parvati/Pahimam_Parvati.pitch,train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Chaitra_Sairam/Chaitra_Sairam_at_Arkay/Rakta_Ganapatim/Rakta_Ganapatim.pitch,train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Sanjay_Subrahmanyan/December_Season_2001/Mohana_Rama/Mohana_Rama.pitch,train,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Prasanna_Venkataraman/December_Season_2008/Maruvakadaya/Maruvakadaya.pitch,held_out,200
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/Prasanna_Venkataraman/December_Season_2007/Rama_Ninne/Rama_Ninne.pitch,held_out,200
