tradition,path,mbid,raga_id,raga,filename,extension
Carnatic,99f7baf2-78fe-4579-b4ed-b6d7e2257bc3,99f7baf2-78fe-4579-b4ed-b6d7e2257bc3,5ce23030-f71d-4f5d-9d76-f91c2c182392,Dhanyāsi,99f7baf2-78fe-4579-b4ed-b6d7e2257bc3,
Carnatic,2e648aa2-2172-4ab8-b43a-485213ca4d5f,2e648aa2-2172-4ab8-b43a-485213ca4d5f,defad4cc-48aa-4372-a31a-c43624930713,Dēvagāndhāri,2e648aa2-2172-4ab8-b43a-485213ca4d5f,
Carnatic,15cd462a-08c2-4341-aa2e-061711712fcb,15cd462a-08c2-4341-aa2e-061711712fcb,42dd0ccb-f92a-4622-ae5d-a3be571b4939,Śrīranjani,15cd462a-08c2-4341-aa2e-061711712fcb,
Carnatic,b8af04ff-bcec-4f6f-bcbc-c4862ef358aa,b8af04ff-bcec-4f6f-bcbc-c4862ef358aa,a47e9d22-847a-46e8-b589-2a3537789f5f,Sāvēri,b8af04ff-bcec-4f6f-bcbc-c4862ef358aa,
Carnatic,30c4acdb-a142-45cd-8096-cc245fc6d255,30c4acdb-a142-45cd-8096-cc245fc6d255,db085e26-665d-4f4c-a2a5-95251c22b69e,Pūrvīkaḷyāṇi,30c4acdb-a142-45cd-8096-cc245fc6d255,
Carnatic,7bd17853-6bc5-456e-a7f0-87ad6dd64087,7bd17853-6bc5-456e-a7f0-87ad6dd64087,993d6cf6-dc89-4d23-9a9f-8eeed1524872,Sahānā,7bd17853-6bc5-456e-a7f0-87ad6dd64087,
Carnatic,bec3b237-0a03-4011-9d8b-394415b0a6b2,bec3b237-0a03-4011-9d8b-394415b0a6b2,839bb6b4-1577-4a78-9e5d-4906c6453274,Suraṭi,bec3b237-0a03-4011-9d8b-394415b0a6b2,
Carnatic,dc885903-1ee0-418a-9f49-6abd0923cd41,dc885903-1ee0-418a-9f49-6abd0923cd41,a2f9f182-0ceb-4531-b286-b840b47a54b8,Śankarābharaṇaṁ,dc885903-1ee0-418a-9f49-6abd0923cd41,
Carnatic,2f9b5ddc-f253-46be-a316-36f9ce111b9e,2f9b5ddc-f253-46be-a316-36f9ce111b9e,aa5f376f-06cd-4a69-9cc9-b1077104e0b0,Bēgaḍa,2f9b5ddc-f253-46be-a316-36f9ce111b9e,
Carnatic,5853dea4-9f86-4f62-8f47-abc520f3493e,5853dea4-9f86-4f62-8f47-abc520f3493e,09c179f3-8b19-4792-a852-e9fa0090e409,Kāpi,5853dea4-9f86-4f62-8f47-abc520f3493e,
Carnatic,c5e32bf4-2cb1-47fc-a3fd-c855e0e2cd40,c5e32bf4-2cb1-47fc-a3fd-c855e0e2cd40,2165542c-45da-4301-af82-c2e7ddbe4768,Bilahari,c5e32bf4-2cb1-47fc-a3fd-c855e0e2cd40,
Carnatic,7fc949e2-a9b0-49e8-9b26-0eb321d3e31d,7fc949e2-a9b0-49e8-9b26-0eb321d3e31d,5ce23030-f71d-4f5d-9d76-f91c2c182392,Dhanyāsi,7fc949e2-a9b0-49e8-9b26-0eb321d3e31d,
Carnatic,2f9db2e1-0273-4b06-850b-66af589b9791,2f9db2e1-0273-4b06-850b-66af589b9791,ddff55ae-20f6-4d7d-ba9e-a6c10eeebd41,Yadukula kāṁbōji,2f9db2e1-0273-4b06-850b-66af589b9791,
Carnatic,9bac6a08-158e-42eb-8a9b-4ad5b90a6e1a,9bac6a08-158e-42eb-8a9b-4ad5b90a6e1a,a47e9d22-847a-46e8-b589-2a3537789f5f,Sāvēri,9bac6a08-158e-42eb-8a9b-4ad5b90a6e1a,
Carnatic,72b03d0a-cde3-444a-bf08-bb280d6c44bb,72b03d0a-cde3-444a-bf08-bb280d6c44bb,cda9cbe9-c1aa-42bb-8b4c-e9dfc8af133c,Nāṭakurinji,72b03d0a-cde3-444a-bf08-bb280d6c44bb,
Carnatic,d17fc49c-5c9a-4dd2-9e1e-334078473e63,d17fc49c-5c9a-4dd2-9e1e-334078473e63,a47e9d22-847a-46e8-b589-2a3537789f5f,Sāvēri,d17fc49c-5c9a-4dd2-9e1e-334078473e63,
Carnatic,e04099ec-199a-4c5e-ac5f-5fac19759add,e04099ec-199a-4c5e-ac5f-5fac19759add,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,Kēdāragauḷa,e04099ec-199a-4c5e-ac5f-5fac19759add,
Carnatic,46cea833-d338-468d-a00d-393efa64c94e,46cea833-d338-468d-a00d-393efa64c94e,cda9cbe9-c1aa-42bb-8b4c-e9dfc8af133c,Nāṭakurinji,46cea833-d338-468d-a00d-393efa64c94e,
Carnatic,3ffea960-050c-4f63-b944-5eaa78fd6bce,3ffea960-050c-4f63-b944-5eaa78fd6bce,978f4c3c-6a12-43fd-8427-c414ee17b252,Mukhāri,3ffea960-050c-4f63-b944-5eaa78fd6bce,
Carnatic,7aa54c2b-0adc-45b9-9a1a-f184abcdf950,7aa54c2b-0adc-45b9-9a1a-f184abcdf950,ddff55ae-20f6-4d7d-ba9e-a6c10eeebd41,Yadukula kāṁbōji,7aa54c2b-0adc-45b9-9a1a-f184abcdf950,
Carnatic,a899e45e-b7ba-40d3-be00-fe4f35351f09,a899e45e-b7ba-40d3-be00-fe4f35351f09,42dd0ccb-f92a-4622-ae5d-a3be571b4939,Śrīranjani,a899e45e-b7ba-40d3-be00-fe4f35351f09,
Carnatic,8e07413a-9b7d-4be2-a2ae-0ca1ce28c6a1,8e07413a-9b7d-4be2-a2ae-0ca1ce28c6a1,bdd80890-44f1-4a93-8d93-06a418781f97,Śrī,8e07413a-9b7d-4be2-a2ae-0ca1ce28c6a1,
Carnatic,3e9f9dc3-7f64-4561-a2c1-80dd9fa66ebc,3e9f9dc3-7f64-4561-a2c1-80dd9fa66ebc,a9413dff-91d1-4e29-ad92-c04019dce5b8,Tōḍi,3e9f9dc3-7f64-4561-a2c1-80dd9fa66ebc,
Carnatic,aee1e256-38fc-4721-9cc9-403542ac0b94,aee1e256-38fc-4721-9cc9-403542ac0b94,9ebeb536-30a7-403f-8042-f7c1445c4b87,Nāṭa,aee1e256-38fc-4721-9cc9-403542ac0b94,
Carnatic,30ed13b0-58ac-48af-b8ac-f2c14ddbd71a,30ed13b0-58ac-48af-b8ac-f2c14ddbd71a,bf4662d4-25c3-4cad-9249-4de2dc513c06,Kalyāṇi,30ed13b0-58ac-48af-b8ac-f2c14ddbd71a,
Carnatic,bbee764d-7406-47ce-821a-a82030b89eca,bbee764d-7406-47ce-821a-a82030b89eca,6345e8fe-7061-4bdc-842c-dcfd4a379820,Aṭāna,bbee764d-7406-47ce-821a-a82030b89eca,
Carnatic,c81aa59b-bcc7-4199-a27a-0ded0764c8f3,c81aa59b-bcc7-4199-a27a-0ded0764c8f3,9ebeb536-30a7-403f-8042-f7c1445c4b87,Nāṭa,c81aa59b-bcc7-4199-a27a-0ded0764c8f3,
Carnatic,97a7ceaa-9f02-4c0e-ab16-eff9057c88a8,97a7ceaa-9f02-4c0e-ab16-eff9057c88a8,bdd80890-44f1-4a93-8d93-06a418781f97,Śrī,97a7ceaa-9f02-4c0e-ab16-eff9057c88a8,
Carnatic,7cd313af-89ea-480e-92a1-e25789a9d076,7cd313af-89ea-480e-92a1-e25789a9d076,5ce23030-f71d-4f5d-9d76-f91c2c182392,Dhanyāsi,7cd313af-89ea-480e-92a1-e25789a9d076,
Carnatic,93a70e18-c3ba-4c72-b8d1-85f87d0c9e36,93a70e18-c3ba-4c72-b8d1-85f87d0c9e36,cda9cbe9-c1aa-42bb-8b4c-e9dfc8af133c,Nāṭakurinji,93a70e18-c3ba-4c72-b8d1-85f87d0c9e36,
Carnatic,46c4267b-f2c8-4fd7-8423-d7cc648395bb,46c4267b-f2c8-4fd7-8423-d7cc648395bb,e8a0bf54-13c6-4a09-922a-bfc744ddf38a,Varāḷi,46c4267b-f2c8-4fd7-8423-d7cc648395bb,
Carnatic,5226b897-06fc-4032-9766-66e5b19e74fb,5226b897-06fc-4032-9766-66e5b19e74fb,9ebeb536-30a7-403f-8042-f7c1445c4b87,Nāṭa,5226b897-06fc-4032-9766-66e5b19e74fb,
Carnatic,a2726509-4558-4e35-ad31-2ad844709928,a2726509-4558-4e35-ad31-2ad844709928,bdd80890-44f1-4a93-8d93-06a418781f97,Śrī,a2726509-4558-4e35-ad31-2ad844709928,
Carnatic,9a6e70ab-af0f-477a-a5e9-215b51cf3b43,9a6e70ab-af0f-477a-a5e9-215b51cf3b43,700e1d92-7094-4c21-8a3b-d7b60c550edf,Behāg,9a6e70ab-af0f-477a-a5e9-215b51cf3b43,
Carnatic,e57d03ee-098c-4612-a1aa-988a653bfe41,e57d03ee-098c-4612-a1aa-988a653bfe41,85ccf631-4cdf-4f6c-a841-0edfcf4255d1,Kāmavardani,e57d03ee-098c-4612-a1aa-988a653bfe41,
Carnatic,0797f895-c946-4b38-a19e-0c45537140c4,0797f895-c946-4b38-a19e-0c45537140c4,5ce23030-f71d-4f5d-9d76-f91c2c182392,Dhanyāsi,0797f895-c946-4b38-a19e-0c45537140c4,
Carnatic,d793dcb8-74c4-4280-a4f5-4e89e266f4c4,d793dcb8-74c4-4280-a4f5-4e89e266f4c4,6345e8fe-7061-4bdc-842c-dcfd4a379820,Aṭāna,d793dcb8-74c4-4280-a4f5-4e89e266f4c4,
Carnatic,1e3e10ad-93ed-439e-85b6-de67cd362d05,1e3e10ad-93ed-439e-85b6-de67cd362d05,9cedca68-4a9d-4170-bec3-0d1db1ff730e,Māyāmāḷavagauḷa,1e3e10ad-93ed-439e-85b6-de67cd362d05,
Carnatic,5c1ae6ac-ada7-45df-b807-812a81f20cad,5c1ae6ac-ada7-45df-b807-812a81f20cad,6345e8fe-7061-4bdc-842c-dcfd4a379820,Aṭāna,5c1ae6ac-ada7-45df-b807-812a81f20cad,
Carnatic,e7776320-8766-4568-9b08-05369bf2ad64,e7776320-8766-4568-9b08-05369bf2ad64,b08475a2-1049-433a-be8f-105bf14718fb,Harikāmbhōji,e7776320-8766-4568-9b08-05369bf2ad64,
Carnatic,16fbd94c-b09c-44d9-8d0f-841ada1b62c7,16fbd94c-b09c-44d9-8d0f-841ada1b62c7,09c179f3-8b19-4792-a852-e9fa0090e409,Kāpi,16fbd94c-b09c-44d9-8d0f-841ada1b62c7,
Carnatic,4bdce886-d7f1-4076-b2c8-ee94096be9e5,4bdce886-d7f1-4076-b2c8-ee94096be9e5,f972db4d-5d16-4f9a-9841-f313e1601aaa,Karaharapriya,4bdce886-d7f1-4076-b2c8-ee94096be9e5,
Carnatic,1faf01d1-2228-4547-9ff0-1866cd2fd73e,1faf01d1-2228-4547-9ff0-1866cd2fd73e,e5c4d94a-b34a-42ef-acd7-f235612350e4,Gauḷa,1faf01d1-2228-4547-9ff0-1866cd2fd73e,
Carnatic,ae79b563-7d5e-4c31-b2f9-7cf7db1da1c1,ae79b563-7d5e-4c31-b2f9-7cf7db1da1c1,bf4662d4-25c3-4cad-9249-4de2dc513c06,Kalyāṇi,ae79b563-7d5e-4c31-b2f9-7cf7db1da1c1,
Carnatic,996e9edf-ea0b-4ff6-a062-3cc7f563b56e,996e9edf-ea0b-4ff6-a062-3cc7f563b56e,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,Kēdāragauḷa,996e9edf-ea0b-4ff6-a062-3cc7f563b56e,
Carnatic,987d70fc-536f-4190-a503-6bc3495209bb,987d70fc-536f-4190-a503-6bc3495209bb,a4ec6633-1050-4207-8313-b017194c8fa0,Kamās,987d70fc-536f-4190-a503-6bc3495209bb,
Carnatic,0d7e1620-60ad-472f-8287-abac88966c46,0d7e1620-60ad-472f-8287-abac88966c46,98d46d9e-5100-4f24-bcd4-d0f95966c7cb,Sindhubhairavi,0d7e1620-60ad-472f-8287-abac88966c46,
Carnatic,83ac0d01-9145-41a7-96fc-3ddb31d5a391,83ac0d01-9145-41a7-96fc-3ddb31d5a391,e5c4d94a-b34a-42ef-acd7-f235612350e4,Gauḷa,83ac0d01-9145-41a7-96fc-3ddb31d5a391,
Carnatic,e26cf70c-ce6c-47c2-b7bf-199f2cdd5a62,e26cf70c-ce6c-47c2-b7bf-199f2cdd5a62,9a071e54-3eed-48b2-83a3-1a3fd683b8e0,Kānaḍa,e26cf70c-ce6c-47c2-b7bf-199f2cdd5a62,
Carnatic,d25f460b-3e95-406c-bb65-8c1969e2c49c,d25f460b-3e95-406c-bb65-8c1969e2c49c,bf4662d4-25c3-4cad-9249-4de2dc513c06,Kalyāṇi,d25f460b-3e95-406c-bb65-8c1969e2c49c,
Carnatic,df4ee485-0df2-46ae-9587-7f942dc2ffcb,df4ee485-0df2-46ae-9587-7f942dc2ffcb,6345e8fe-7061-4bdc-842c-dcfd4a379820,Aṭāna,df4ee485-0df2-46ae-9587-7f942dc2ffcb,
Carnatic,938abacd-5797-46d5-9b70-5512ef4d2dac,938abacd-5797-46d5-9b70-5512ef4d2dac,a2f9f182-0ceb-4531-b286-b840b47a54b8,Śankarābharaṇaṁ,938abacd-5797-46d5-9b70-5512ef4d2dac,
Carnatic,9bb4aa9f-1e14-4193-876d-261a4d8f59f4,9bb4aa9f-1e14-4193-876d-261a4d8f59f4,defad4cc-48aa-4372-a31a-c43624930713,Dēvagāndhāri,9bb4aa9f-1e14-4193-876d-261a4d8f59f4,
Carnatic,0a1c2ae7-e933-458d-afac-fa081338d5de,0a1c2ae7-e933-458d-afac-fa081338d5de,39821826-3327-41d7-9cd5-e22fe7b08360,Mōhanaṁ,0a1c2ae7-e933-458d-afac-fa081338d5de,
Carnatic,5c342c56-c07a-4905-89cc-bd5d1151d20a,5c342c56-c07a-4905-89cc-bd5d1151d20a,ddff55ae-20f6-4d7d-ba9e-a6c10eeebd41,Yadukula kāṁbōji,5c342c56-c07a-4905-89cc-bd5d1151d20a,
Carnatic,ea8bdd2b-0817-4619-8418-a38d9aebc60a,ea8bdd2b-0817-4619-8418-a38d9aebc60a,98d46d9e-5100-4f24-bcd4-d0f95966c7cb,Sindhubhairavi,ea8bdd2b-0817-4619-8418-a38d9aebc60a,
Carnatic,a32ba9dd-a764-4719-a3ce-8f1469b6291b,a32ba9dd-a764-4719-a3ce-8f1469b6291b,98d46d9e-5100-4f24-bcd4-d0f95966c7cb,Sindhubhairavi,a32ba9dd-a764-4719-a3ce-8f1469b6291b,
Carnatic,f4c81624-5c23-4e26-a943-bfe12acd30ce,f4c81624-5c23-4e26-a943-bfe12acd30ce,aa5f376f-06cd-4a69-9cc9-b1077104e0b0,Bēgaḍa,f4c81624-5c23-4e26-a943-bfe12acd30ce,
Carnatic,a8ecff2f-f2ce-406f-a7a9-a5976b99521c,a8ecff2f-f2ce-406f-a7a9-a5976b99521c,e18fcaa7-1f9c-4f09-b627-0687481f4ec7,Ānandabhairavi,a8ecff2f-f2ce-406f-a7a9-a5976b99521c,
Carnatic,2c9b2068-8f64-471e-be2f-fccae2452d5c,2c9b2068-8f64-471e-be2f-fccae2452d5c,f972db4d-5d16-4f9a-9841-f313e1601aaa,Karaharapriya,2c9b2068-8f64-471e-be2f-fccae2452d5c,
Carnatic,ad5cf4d4-4c08-4509-84d1-2510df9795ba,ad5cf4d4-4c08-4509-84d1-2510df9795ba,ddff55ae-20f6-4d7d-ba9e-a6c10eeebd41,Yadukula kāṁbōji,ad5cf4d4-4c08-4509-84d1-2510df9795ba,
Carnatic,0e2350f2-bf49-4bf6-8c5c-83fee8e6c396,0e2350f2-bf49-4bf6-8c5c-83fee8e6c396,9a071e54-3eed-48b2-83a3-1a3fd683b8e0,Kānaḍa,0e2350f2-bf49-4bf6-8c5c-83fee8e6c396,
Carnatic,b45961aa-9f9a-4f07-ae72-207135d3a679,b45961aa-9f9a-4f07-ae72-207135d3a679,9cedca68-4a9d-4170-bec3-0d1db1ff730e,Māyāmāḷavagauḷa,b45961aa-9f9a-4f07-ae72-207135d3a679,
Carnatic,ca18525c-79b5-4cc9-aba6-095830c2307e,ca18525c-79b5-4cc9-aba6-095830c2307e,a4ec6633-1050-4207-8313-b017194c8fa0,Kamās,ca18525c-79b5-4cc9-aba6-095830c2307e,
Carnatic,3cbe1ecb-896f-48d3-948d-bc0c76dc2687,3cbe1ecb-896f-48d3-948d-bc0c76dc2687,123b09bd-9901-4e64-a65a-10b02c9e0597,Bhairavi,3cbe1ecb-896f-48d3-948d-bc0c76dc2687,
Carnatic,32a6b005-6be5-4212-88c9-db67ec330724,32a6b005-6be5-4212-88c9-db67ec330724,839bb6b4-1577-4a78-9e5d-4906c6453274,Suraṭi,32a6b005-6be5-4212-88c9-db67ec330724,
Carnatic,f6c659e6-abbf-4eb8-aacb-105056d7b47f,f6c659e6-abbf-4eb8-aacb-105056d7b47f,f0866e71-33b2-47db-ab75-0808c41f2401,Kāṁbhōji,f6c659e6-abbf-4eb8-aacb-105056d7b47f,
Carnatic,e192bf26-c5eb-477a-9899-406732a7893c,e192bf26-c5eb-477a-9899-406732a7893c,a2f9f182-0ceb-4531-b286-b840b47a54b8,Śankarābharaṇaṁ,e192bf26-c5eb-477a-9899-406732a7893c,
Carnatic,7fe952a8-6aa2-4002-89ff-659cb59bb1b5,7fe952a8-6aa2-4002-89ff-659cb59bb1b5,cda9cbe9-c1aa-42bb-8b4c-e9dfc8af133c,Nāṭakurinji,7fe952a8-6aa2-4002-89ff-659cb59bb1b5,
Carnatic,a03969da-2995-4991-9634-2b8904d4a2ad,a03969da-2995-4991-9634-2b8904d4a2ad,bf4662d4-25c3-4cad-9249-4de2dc513c06,Kalyāṇi,a03969da-2995-4991-9634-2b8904d4a2ad,
Carnatic,39dcbd24-412a-4b2d-b287-cfa5166fc8cc,39dcbd24-412a-4b2d-b287-cfa5166fc8cc,ddff55ae-20f6-4d7d-ba9e-a6c10eeebd41,Yadukula kāṁbōji,39dcbd24-412a-4b2d-b287-cfa5166fc8cc,
Carnatic,fe51dc11-c10d-42a6-a198-df4b7975c4af,fe51dc11-c10d-42a6-a198-df4b7975c4af,42dd0ccb-f92a-4622-ae5d-a3be571b4939,Śrīranjani,fe51dc11-c10d-42a6-a198-df4b7975c4af,
Carnatic,167129a1-d931-4d86-a27d-7ce609944148,167129a1-d931-4d86-a27d-7ce609944148,e5c4d94a-b34a-42ef-acd7-f235612350e4,Gauḷa,167129a1-d931-4d86-a27d-7ce609944148,
Carnatic,66cfbbdb-444b-4155-9565-3dee209775de,66cfbbdb-444b-4155-9565-3dee209775de,9a071e54-3eed-48b2-83a3-1a3fd683b8e0,Kānaḍa,66cfbbdb-444b-4155-9565-3dee209775de,
Carnatic,9bc3bca7-3360-4e6a-9c60-d38bfc2da752,9bc3bca7-3360-4e6a-9c60-d38bfc2da752,18b1acb9-dff6-47ec-873a-b2086c8d268d,Madhyamāvati,9bc3bca7-3360-4e6a-9c60-d38bfc2da752,
Carnatic,bab265f4-6e15-4011-a748-0ca239c4512a,bab265f4-6e15-4011-a748-0ca239c4512a,a4ec6633-1050-4207-8313-b017194c8fa0,Kamās,bab265f4-6e15-4011-a748-0ca239c4512a,
Carnatic,ef263b32-e247-4683-a9b6-e09e77c79c9b,ef263b32-e247-4683-a9b6-e09e77c79c9b,50bd048f-4482-4c5b-850c-9ad5e5ec46f1,Hussēnī,ef263b32-e247-4683-a9b6-e09e77c79c9b,
Carnatic,31ca1f76-ce7a-42f4-b429-ca43ef6b2ba1,31ca1f76-ce7a-42f4-b429-ca43ef6b2ba1,09c179f3-8b19-4792-a852-e9fa0090e409,Kāpi,31ca1f76-ce7a-42f4-b429-ca43ef6b2ba1,
Carnatic,cfaa7cb6-4a84-4a93-b3a9-371f5bf1b0bb,cfaa7cb6-4a84-4a93-b3a9-371f5bf1b0bb,4ce0b18d-f4df-41cf-9b40-9166199506b4,Rītigauḷa,cfaa7cb6-4a84-4a93-b3a9-371f5bf1b0bb,
Carnatic,5fa0bcfd-c71e-4d6f-940e-0cef6fbc2a32,5fa0bcfd-c71e-4d6f-940e-0cef6fbc2a32,4ce0b18d-f4df-41cf-9b40-9166199506b4,Rītigauḷa,5fa0bcfd-c71e-4d6f-940e-0cef6fbc2a32,
Carnatic,6c6ad237-dab0-4598-b247-b8a19324a26c,6c6ad237-dab0-4598-b247-b8a19324a26c,85ccf631-4cdf-4f6c-a841-0edfcf4255d1,Kāmavardani,6c6ad237-dab0-4598-b247-b8a19324a26c,
Carnatic,68bcad2f-b0b3-485f-ad5f-7edf9d783551,68bcad2f-b0b3-485f-ad5f-7edf9d783551,e8a0bf54-13c6-4a09-922a-bfc744ddf38a,Varāḷi,68bcad2f-b0b3-485f-ad5f-7edf9d783551,
Carnatic,83dba5f0-3a3f-48df-9080-fc3958c72db0,83dba5f0-3a3f-48df-9080-fc3958c72db0,cda9cbe9-c1aa-42bb-8b4c-e9dfc8af133c,Nāṭakurinji,83dba5f0-3a3f-48df-9080-fc3958c72db0,
Carnatic,7449a3b4-15d0-4825-ac59-5c834bfac26f,7449a3b4-15d0-4825-ac59-5c834bfac26f,700e1d92-7094-4c21-8a3b-d7b60c550edf,Behāg,7449a3b4-15d0-4825-ac59-5c834bfac26f,
Carnatic,39f9fa65-d4ee-4ffc-b80b-af11d57a814e,39f9fa65-d4ee-4ffc-b80b-af11d57a814e,50bd048f-4482-4c5b-850c-9ad5e5ec46f1,Hussēnī,39f9fa65-d4ee-4ffc-b80b-af11d57a814e,
Carnatic,b72e0c1f-3d56-425e-a528-5e8275e1e49d,b72e0c1f-3d56-425e-a528-5e8275e1e49d,defad4cc-48aa-4372-a31a-c43624930713,Dēvagāndhāri,b72e0c1f-3d56-425e-a528-5e8275e1e49d,
Carnatic,a3dc0349-d629-4ccf-88be-4b4e9bedb104,a3dc0349-d629-4ccf-88be-4b4e9bedb104,df85a0a5-b1a8-42f1-a87b-3d7c7ee33fb4,Kēdāragauḷa,a3dc0349-d629-4ccf-88be-4b4e9bedb104,
Carnatic,097f72f8-0fd2-4dd6-ba90-d03d5cbcc534,097f72f8-0fd2-4dd6-ba90-d03d5cbcc534,5ce23030-f71d-4f5d-9d76-f91c2c182392,Dhanyāsi,097f72f8-0fd2-4dd6-ba90-d03d5cbcc534,
Carnatic,68f26dd3-5974-460f-b43c-31a90cfe9b54,68f26dd3-5974-460f-b43c-31a90cfe9b54,9cedca68-4a9d-4170-bec3-0d1db1ff730e,Māyāmāḷavagauḷa,68f26dd3-5974-460f-b43c-31a90cfe9b54,
Carnatic,2e60e4ab-f247-4c52-b48a-4fa24f24fd8c,2e60e4ab-f247-4c52-b48a-4fa24f24fd8c,18b1acb9-dff6-47ec-873a-b2086c8d268d,Madhyamāvati,2e60e4ab-f247-4c52-b48a-4fa24f24fd8c,
